"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"TRENT","EQ","13-Jan-2025","6,584.10","6,462.65","6,523.85","6,155.00","6,228.50","6,224.40","6,276.28","10,68,954","6,70,90,50,319.25","1,26,775","4,88,860","45.73"
"TRENT","EQ","14-Jan-2025","6,224.40","6,237.40","6,317.00","6,138.00","6,160.00","6,161.15","6,193.98","11,30,732","7,00,37,26,009.00","1,46,037","6,93,025","61.29"
"TRENT","EQ","15-Jan-2025","6,161.15","6,200.00","6,519.00","6,164.70","6,399.00","6,390.25","6,370.39","14,63,322","9,32,19,29,836.10","1,33,496","5,04,886","34.50"
"TRENT","EQ","16-Jan-2025","6,390.25","6,498.00","6,498.00","6,150.50","6,230.00","6,211.55","6,253.01","14,77,566","9,23,92,37,102.50","1,70,584","6,44,636","43.63"
"TRENT","EQ","17-Jan-2025","6,211.55","6,216.95","6,310.00","6,080.00","6,202.20","6,216.55","6,216.73","7,70,051","4,78,72,01,710.35","1,10,339","2,70,050","35.07"
"TRENT","EQ","20-Jan-2025","6,216.55","6,210.00","6,225.00","6,074.05","6,079.95","6,090.00","6,113.93","9,09,757","5,56,21,94,434.70","84,382","5,57,267","61.25"
"TRENT","EQ","21-Jan-2025","6,090.00","6,090.60","6,109.00","5,723.30","5,724.75","5,736.95","5,842.70","15,53,225","9,07,50,25,905.00","1,85,568","7,34,654","47.30"
"TRENT","EQ","22-Jan-2025","5,736.95","5,736.00","5,748.00","5,568.00","5,624.80","5,626.35","5,633.57","13,77,528","7,76,04,07,101.20","1,80,681","7,32,668","53.19"
"TRENT","EQ","23-Jan-2025","5,626.35","5,620.00","5,792.45","5,605.05","5,736.00","5,733.60","5,716.38","21,06,761","12,04,30,42,838.55","2,21,916","13,74,330","65.23"
"TRENT","EQ","24-Jan-2025","5,733.60","5,720.00","5,755.05","5,466.45","5,499.00","5,490.45","5,604.43","11,19,070","6,27,17,46,201.25","1,48,961","5,71,246","51.05"
"TRENT","EQ","27-Jan-2025","5,490.45","5,477.00","5,545.45","5,350.00","5,410.80","5,412.60","5,440.79","11,86,126","6,45,34,59,787.45","1,37,259","5,55,022","46.79"
"TRENT","EQ","28-Jan-2025","5,412.60","5,484.00","5,538.90","5,317.20","5,450.55","5,455.10","5,430.25","11,36,463","6,17,12,83,266.60","1,19,313","5,53,648","48.72"
"TRENT","EQ","29-Jan-2025","5,455.10","5,495.00","5,651.90","5,415.70","5,625.00","5,597.15","5,551.76","7,01,998","3,89,73,24,632.35","79,831","2,84,020","40.46"
"TRENT","EQ","30-Jan-2025","5,597.15","5,600.00","5,634.00","5,456.80","5,538.00","5,511.20","5,548.27","5,75,077","3,19,06,82,613.75","70,106","2,29,147","39.85"
"TRENT","EQ","31-Jan-2025","5,511.20","5,569.00","5,817.65","5,527.75","5,765.00","5,753.20","5,739.76","10,29,356","5,90,82,56,973.70","1,08,220","2,52,307","24.51"
"TRENT","EQ","01-Feb-2025","5,753.20","5,780.00","6,270.40","5,677.05","6,155.00","6,189.50","6,079.41","21,20,509","12,89,14,45,516.30","1,66,841","6,82,296","32.18"
"TRENT","EQ","03-Feb-2025","6,189.50","6,210.00","6,232.50","6,035.95","6,114.00","6,135.10","6,122.67","14,98,258","9,17,33,39,710.95","1,50,859","6,70,295","44.74"
"TRENT","EQ","04-Feb-2025","6,135.10","6,169.95","6,190.00","5,653.45","5,740.00","5,750.30","5,779.00","26,02,288","15,03,86,29,509.55","2,26,559","10,91,861","41.96"
"TRENT","EQ","05-Feb-2025","5,750.30","5,765.70","5,906.20","5,725.40","5,749.90","5,749.95","5,814.22","14,28,644","8,30,64,55,192.95","1,35,756","5,43,547","38.05"
"TRENT","EQ","06-Feb-2025","5,749.95","5,845.00","5,845.00","5,245.00","5,268.00","5,277.10","5,548.91","60,21,478","33,41,26,33,845.90","4,45,761","20,35,651","33.81"
"TRENT","EQ","07-Feb-2025","5,277.10","5,321.40","5,517.75","5,255.00","5,440.00","5,454.40","5,403.71","28,46,965","15,38,41,79,113.15","2,75,831","9,05,615","31.81"
"TRENT","EQ","10-Feb-2025","5,454.40","5,460.00","5,490.00","5,170.00","5,210.00","5,196.75","5,260.45","15,29,876","8,04,78,32,052.15","1,68,455","6,55,120","42.82"
"TRENT","EQ","11-Feb-2025","5,196.75","5,211.55","5,250.00","5,135.00","5,223.80","5,228.35","5,204.56","15,96,380","8,30,84,54,791.70","1,46,970","6,98,120","43.73"
"TRENT","EQ","12-Feb-2025","5,228.35","5,228.35","5,290.00","5,113.30","5,235.00","5,237.30","5,227.38","13,13,946","6,86,84,98,716.30","1,44,948","4,13,735","31.49"
"TRENT","EQ","13-Feb-2025","5,237.30","5,246.65","5,378.00","5,204.30","5,250.00","5,256.80","5,296.39","9,86,050","5,22,25,04,608.05","1,64,815","3,41,899","34.67"
"TRENT","EQ","14-Feb-2025","5,256.80","5,268.00","5,325.00","5,033.20","5,105.00","5,117.35","5,153.54","8,88,168","4,57,72,10,905.90","1,10,754","2,83,146","31.88"
"TRENT","EQ","17-Feb-2025","5,117.35","5,110.00","5,159.30","4,998.15","5,100.00","5,096.45","5,079.64","10,78,162","5,47,66,71,721.60","1,07,687","5,34,699","49.59"
"TRENT","EQ","18-Feb-2025","5,096.45","5,100.00","5,119.45","4,928.25","4,986.00","4,997.75","4,989.03","7,21,122","3,59,76,96,422.90","85,687","2,92,854","40.61"
"TRENT","EQ","19-Feb-2025","4,997.75","4,960.00","5,103.30","4,940.00","4,975.00","4,991.45","5,031.72","7,64,148","3,84,49,78,866.20","88,104","3,02,130","39.54"
"TRENT","EQ","20-Feb-2025","4,991.45","4,960.00","5,137.30","4,951.45","5,093.90","5,099.50","5,051.04","8,12,700","4,10,49,82,452.60","90,315","3,21,388","39.55"
"TRENT","EQ","21-Feb-2025","5,099.50","5,088.00","5,167.95","5,023.00","5,032.00","5,048.20","5,074.18","9,12,164","4,62,84,82,156.30","89,955","4,25,042","46.60"
"TRENT","EQ","24-Feb-2025","5,048.20","4,998.60","5,080.00","4,928.25","5,050.65","5,066.00","5,008.89","8,23,625","4,12,54,43,234.75","82,188","3,52,275","42.77"
"TRENT","EQ","25-Feb-2025","5,066.00","5,090.00","5,129.25","4,936.30","4,944.00","4,959.90","5,014.64","9,76,304","4,89,58,17,320.35","97,538","4,40,739","45.14"
"TRENT","EQ","27-Feb-2025","4,959.90","4,951.00","4,959.00","4,770.10","4,780.00","4,805.30","4,840.12","9,97,906","4,82,99,87,705.10","1,13,060","5,06,142","50.72"
"TRENT","EQ","28-Feb-2025","4,805.30","4,760.00","4,876.40","4,715.00","4,838.65","4,851.55","4,810.30","21,78,604","10,47,97,44,203.15","1,27,092","12,76,513","58.59"
"TRENT","EQ","03-Mar-2025","4,851.55","4,900.05","5,022.95","4,775.00","4,952.60","4,946.90","4,916.30","14,15,550","6,95,92,64,918.85","1,24,524","7,38,062","52.14"
"TRENT","EQ","04-Mar-2025","4,946.90","4,898.90","5,069.90","4,865.70","4,984.30","4,999.80","4,998.03","8,98,723","4,49,18,40,778.20","1,12,939","4,66,279","51.88"
"TRENT","EQ","05-Mar-2025","4,999.80","4,987.00","5,320.00","4,987.00","5,110.10","5,106.10","5,171.48","21,28,488","11,00,74,38,645.00","1,94,701","6,25,069","29.37"
"TRENT","EQ","06-Mar-2025","5,106.10","5,174.50","5,174.50","4,970.95","5,048.90","5,069.50","5,035.73","14,99,675","7,55,19,63,144.65","1,55,997","6,94,460","46.31"
"TRENT","EQ","07-Mar-2025","5,069.50","5,075.00","5,099.95","4,985.00","4,990.00","4,999.85","5,028.18","6,90,809","3,47,35,11,114.80","69,686","2,81,516","40.75"
"TRENT","EQ","10-Mar-2025","4,999.85","4,990.00","4,997.85","4,787.75","4,794.45","4,799.70","4,866.57","12,17,553","5,92,53,06,905.15","1,25,557","6,92,243","56.86"
"TRENT","EQ","11-Mar-2025","4,799.70","4,739.70","5,045.00","4,722.95","4,998.00","4,995.45","4,923.57","14,37,957","7,07,98,75,811.55","1,38,953","4,07,596","28.35"
"TRENT","EQ","12-Mar-2025","4,995.45","5,010.60","5,105.00","4,960.00","5,025.10","5,015.35","5,037.55","10,26,027","5,16,86,66,523.10","83,968","3,66,112","35.68"
"TRENT","EQ","13-Mar-2025","5,015.35","5,030.00","5,107.90","4,970.10","5,020.80","5,022.40","5,044.72","8,60,279","4,33,98,65,009.25","81,246","3,18,284","37.00"
"TRENT","EQ","17-Mar-2025","5,022.40","5,022.40","5,179.90","5,014.00","5,150.00","5,159.55","5,132.96","8,56,529","4,39,65,29,788.05","93,390","2,64,956","30.93"
"TRENT","EQ","18-Mar-2025","5,159.55","5,185.30","5,285.40","5,171.45","5,258.00","5,260.25","5,229.24","9,94,888","5,20,25,10,431.45","90,479","5,06,810","50.94"
"TRENT","EQ","19-Mar-2025","5,260.25","5,276.05","5,299.90","5,194.60","5,233.00","5,230.85","5,254.54","9,57,079","5,02,90,07,115.75","1,00,774","4,84,174","50.59"
"TRENT","EQ","20-Mar-2025","5,230.85","5,247.00","5,275.55","5,158.80","5,215.00","5,221.55","5,216.99","7,59,448","3,96,20,29,026.05","1,04,367","3,87,543","51.03"
"TRENT","EQ","21-Mar-2025","5,221.55","5,224.50","5,293.45","5,125.50","5,138.00","5,150.05","5,177.54","11,97,537","6,20,02,91,085.90","1,03,497","7,34,268","61.31"
"TRENT","EQ","24-Mar-2025","5,150.05","5,150.45","5,168.15","5,044.80","5,063.00","5,054.70","5,085.98","9,08,085","4,61,85,03,397.30","86,001","4,87,855","53.72"
"TRENT","EQ","25-Mar-2025","5,054.70","5,121.45","5,248.80","5,066.00","5,183.00","5,185.05","5,166.60","14,61,587","7,55,14,38,707.85","1,24,423","4,96,773","33.99"
"TRENT","EQ","26-Mar-2025","5,185.05","5,205.00","5,410.00","5,118.50","5,308.00","5,321.95","5,301.06","16,25,697","8,61,79,21,047.50","1,36,914","4,99,893","30.75"
"TRENT","EQ","27-Mar-2025","5,321.95","5,359.00","5,444.95","5,335.80","5,415.00","5,422.30","5,399.63","16,70,468","9,01,99,12,938.60","1,50,239","7,52,002","45.02"
"TRENT","EQ","28-Mar-2025","5,422.30","5,422.95","5,525.95","5,290.00","5,306.05","5,325.15","5,400.91","15,35,964","8,29,55,97,962.30","1,29,118","7,32,462","47.69"
"TRENT","EQ","01-Apr-2025","5,325.15","5,350.85","5,614.95","5,334.20","5,568.10","5,576.75","5,553.87","22,60,895","12,55,67,18,286.80","1,79,166","7,45,230","32.96"
"TRENT","EQ","02-Apr-2025","5,576.75","5,630.55","5,702.00","5,515.80","5,666.30","5,682.50","5,633.65","14,91,897","8,40,48,25,124.80","1,10,619","5,99,214","40.16"
"TRENT","EQ","03-Apr-2025","5,682.50","5,630.00","5,751.00","5,610.00","5,666.00","5,675.30","5,700.53","9,60,710","5,47,65,52,310.00","92,359","3,96,980","41.32"
"TRENT","EQ","04-Apr-2025","5,675.30","5,688.00","5,688.00","5,544.40","5,567.90","5,562.85","5,589.57","6,80,922","3,80,60,59,249.30","75,498","2,85,364","41.91"
"TRENT","EQ","07-Apr-2025","5,562.85","5,006.60","5,006.60","4,488.00","4,745.05","4,740.95","4,678.56","76,44,740","35,76,63,41,965.25","5,00,834","25,27,986","33.07"
"TRENT","EQ","08-Apr-2025","4,740.95","4,903.00","4,964.05","4,684.20","4,760.00","4,767.20","4,766.67","30,35,242","14,46,80,11,018.70","2,20,402","7,64,037","25.17"
